,StaticPress_AC3S,SupplyTemp.AC3,OAT,ReturnTemp.AC3,Q_load,Total_power,Total_flow
2021-05-05 07:30:00,0.99500002179827,61.0,52.22647094726562,72.23529052734375,51994.80892599057,3.360000044107437,4627.811697387695
2021-05-05 07:40:00,1.0040000336510797,60.23529434204102,52.5500015258789,72.19999694824219,54825.80489427526,3.759999978542328,4582.295665740967
2021-05-05 07:50:00,1.0070000205721177,60.08235397338867,52.47941207885742,72.00294036865235,55246.33681538958,3.419999980926514,4634.5318077087395
2021-05-05 08:00:00,1.0010000467300415,60.28529510498047,52.92353057861328,71.97941131591797,51363.088221771126,3.0000000178813933,4392.216333007812
2021-05-05 08:10:00,0.9975000321865082,61.95588150024414,53.06176528930664,71.95587921142578,44341.91406053371,3.659999978542328,4434.192420959474
2021-05-05 08:20:00,0.9980000342641558,64.89117736816407,53.36764526367188,72.15293884277344,32430.663602128883,3.660000050067902,4465.949992370605
2021-05-05 08:30:00,1.0010000467300415,64.66470642089844,53.42058792114258,72.17646789550781,33426.6726576988,3.480000066757202,4449.911351776123
2021-05-05 08:40:00,1.0070000205721177,65.17646942138671,53.402940368652345,72.3176498413086,30935.698529478803,3.6400000810623165,4332.014696502685
2021-05-05 08:50:00,1.0030000380107336,64.57058868408203,53.56176376342773,72.48235321044922,34869.356523957336,3.2800000786781305,4407.279363250733
2021-05-05 09:00:00,0.99500002179827,64.62058868408204,53.22352905273439,72.35,33023.546463733845,3.6600000858306876,4272.452986907959
2021-05-05 09:10:00,1.0000000425747462,65.02059020996094,52.814705657958974,72.28235473632813,29750.72738733617,3.6800000727176667,4096.900592041015
2021-05-05 09:20:00,0.9889999968664986,65.18823547363282,52.93235397338867,72.42352752685547,29592.04252669029,3.119999998807907,4089.958264160157
2021-05-05 09:30:00,0.9990000384194512,65.32647094726562,53.14117813110352,72.49117736816406,31402.90567366638,3.6000000476837166,4382.999641418457
2021-05-05 09:40:00,0.9930000134876796,65.19705810546876,53.15588302612305,72.39999847412109,31729.181306548486,3.6400000810623165,4405.031790161132
2021-05-05 09:50:00,0.9970000301088604,64.77352905273439,52.80588226318359,72.33823699951172,32403.687046283652,3.2400000989437108,4283.534443664551
2021-05-05 10:00:00,0.9950000303132194,64.75293884277343,52.55882263183594,72.39705657958984,31918.47275752665,3.4600000441074372,4175.560065460205
2021-05-05 10:10:00,1.003999982561384,65.17646942138671,52.83823623657226,72.42058563232422,31397.274314701743,3.040000045299531,4334.175957489013
2021-05-05 10:20:00,1.0109999350139074,65.32941131591797,52.6,72.29412078857422,30317.061446297026,3.3800000190734862,4352.9542137146
2021-05-05 10:30:00,1.0010000467300415,64.67941131591797,52.541175842285156,72.35588226318359,32244.330132912306,3.6600000381469733,4200.410625457765
2021-05-05 10:40:00,0.999999965940203,65.17058563232422,52.7558837890625,72.39705657958984,31485.903215975482,3.8000000119209294,4357.0234275817875
2021-05-05 10:50:00,1.0010000467300415,65.51176452636719,53.1588249206543,72.42647399902344,29894.849743328163,3.0599999904632575,4323.37032546997
2021-05-05 11:00:00,1.0090000118528093,64.76764526367188,53.2529411315918,72.25882263183594,33162.48510510588,3.2600000441074375,4426.872235870362
2021-05-05 11:10:00,0.99500002179827,65.26176300048829,53.37941131591797,72.29412078857422,30670.291517433478,3.4400000393390657,4361.309882354737
2021-05-05 11:20:00,0.99500002179827,65.36176452636718,53.34705810546875,72.34117889404297,29707.7958760149,3.4400000810623172,4256.488339996338
2021-05-05 11:30:00,1.0079999991825648,64.711767578125,53.44705886840821,72.23529205322265,30831.101811523746,3.300000035762787,4097.959927368162
2021-05-05 11:40:00,1.002000025340489,65.02647094726562,53.45588302612305,72.19999847412109,29148.014924859464,3.4199999451637266,4063.2749809265138
2021-05-05 11:50:00,0.9980000342641558,65.00588073730471,53.867646026611325,72.3058853149414,29777.440051111455,3.2399999439716343,4079.0988189697273
2021-05-05 12:00:00,0.9940000176429749,64.66764984130859,54.073529052734365,72.35294342041016,30993.097825972218,3.199999952316284,4032.7799461364752
2021-05-05 12:10:00,0.9960000259535652,64.62058868408204,54.01764678955078,72.25882263183594,30237.455988865182,2.9600000381469727,3958.6972846984863
2021-05-05 12:20:00,0.9960000259535652,65.04705810546875,54.252940368652354,72.15293884277344,29273.391018244845,3.0400000095367434,4119.6006660461435
2021-05-05 12:30:00,0.9990000384194512,65.26176300048829,54.33235321044922,72.21176147460938,28091.872240910478,3.1399999141693113,4041.996893310546
2021-05-05 12:40:00,1.0010000467300415,64.94117431640625,54.31176376342773,72.29412078857422,29359.51495613353,3.0599999964237212,3992.8911582946776
2021-05-05 12:50:00,0.9970000301088604,64.51470947265625,53.91764602661133,72.16470336914062,28448.753219296344,3.0599999368190764,3718.794237518311
2021-05-05 13:00:00,0.9940000176429749,64.94411926269531,53.80882263183594,72.16470336914062,27533.212747850277,3.0200000762939454,3813.1558807373053
2021-05-05 13:10:00,0.9980000342641558,65.67058563232422,54.06470489501953,72.19999694824219,25025.536226860473,2.6200000166893007,3832.7400459289543
2021-05-05 13:20:00,0.990000001021794,65.09705963134766,54.03823471069336,72.27058868408203,27641.057650915347,3.220000022649765,3853.2021614074706
2021-05-05 13:30:00,0.9910000051770892,64.66176452636721,54.282353210449216,72.21176147460938,29320.871907353863,3.199999988079071,3883.5607627868653
2021-05-05 13:40:00,1.005000012261527,64.72941436767579,54.658824157714854,72.17646789550781,29055.9626192459,3.239999985694886,3901.67232055664
2021-05-05 13:50:00,1.0030000380107336,65.24117736816406,54.705882263183604,72.24705657958984,26426.719593423837,2.879999959468842,3772.0775360107427
2021-05-05 14:00:00,0.99500002179827,65.18823547363282,54.65588302612305,72.35588226318359,27224.438537775502,3.220000046491623,3798.239413452149
2021-05-05 14:10:00,0.99500002179827,64.90294189453125,54.997059631347646,72.25882263183594,28318.744892563842,2.819999939203263,3849.8102272033693
2021-05-05 14:20:00,1.0000000425747462,65.22058715820313,55.43823471069336,72.14117431640625,26355.75452689288,2.639999914169312,3808.3119140625013
2021-05-05 14:30:00,0.9940000176429749,65.01470336914062,55.01764831542969,72.24705963134765,27003.23843440561,3.0999999701976777,3733.670944213867
2021-05-05 14:40:00,0.9930000134876796,65.23235473632812,54.85000076293945,72.25882263183594,27190.02231730817,3.2000000059604643,3869.657233428955
2021-05-05 14:50:00,0.9920000093323844,65.25882415771484,54.81470489501953,72.17646789550781,25493.53809557665,3.0399999558925628,3685.2921401977537
2021-05-05 15:00:00,1.0010000467300415,65.17647094726563,55.31176528930664,72.14117431640625,26864.898433964307,3.280000072717667,3857.2925521850575
2021-05-05 15:10:00,0.9970000301088604,64.98823547363281,55.81470642089844,72.3176498413086,27624.03603399084,3.059999942779541,3768.9281364440917
2021-05-05 15:20:00,0.9975000321865082,64.94117736816406,56.30588226318359,72.37058868408205,28252.318689504904,2.880000042915344,3802.766799163818
2021-05-05 15:30:00,0.9980000342641558,65.05882263183594,56.59705886840821,72.3617660522461,27860.753954089447,3.1000000774860377,3815.003396606445
2021-05-05 15:40:00,0.99500002179827,65.19999847412109,56.9529411315918,72.27058715820313,27560.05392452661,2.7600000321865084,3897.844317626954
2021-05-05 15:50:00,0.9960000259535652,64.80293884277344,57.120587158203115,72.3882339477539,29139.71970495311,2.9599999368190772,3841.606595611572
2021-05-05 16:00:00,1.0010000467300415,65.20293884277343,57.45588302612305,72.46764526367187,26662.300247500567,3.0000000536441807,3670.1139320373536
2021-05-05 16:10:00,0.99500002179827,65.0441177368164,57.870589447021494,72.41176452636721,27084.724456943288,3.3600000083446506,3676.1703201293935
2021-05-05 16:20:00,0.9940000176429749,65.24117431640624,58.10294189453125,72.3617660522461,27697.366941579767,3.2800000250339507,3889.756352996826
2021-05-05 16:30:00,0.9960000259535652,65.27941131591797,58.358822631835935,72.40882110595703,28047.27092626834,3.020000034570694,3934.0242393493654
2021-05-05 16:40:00,0.9930000134876796,65.08823547363279,58.717646789550784,72.52647247314455,28345.683219003437,3.4399999737739564,3810.806676483154
2021-05-05 16:50:00,0.9970000301088604,64.8882339477539,58.89411849975586,72.52647247314455,29668.64384282128,2.740000092983246,3884.2258911132812
2021-05-06 07:10:00,0.9960000259535652,59.541177368164064,52.61764678955078,70.51470336914062,32126.64564049144,2.5800000309944155,2927.6502044677736
2021-05-06 07:40:00,0.9960000259535652,61.07352981567383,52.87058792114258,70.92646789550781,28163.241930935805,2.299999982118606,2858.359780883789
2021-05-06 07:50:00,0.9990000384194512,60.38235473632813,52.799020131429046,70.88725280761719,32043.459237135463,2.4999999900658927,3050.335093180339
2021-05-06 08:00:00,1.0010000467300415,60.86470489501953,53.03823471069336,70.82647094726562,26404.830383198536,2.6199999809265138,2650.617395019532
2021-05-06 08:10:00,1.5049999952316284,65.30882110595704,53.02941131591797,71.05294036865234,16838.13738693059,3.6800000071525574,2931.3697395324707
