,AC03R_kWh,AC03S_Current,AC03S_Frequency,AC03S_kWh,B4E_AC3S_NantumRampDown,B4E_AC3_SAT_SP,B4E_AC3_SAT_SP_enable,B4E_AC3_SAT_SPmax,B4E_AC3_SAT_SPmin,B4E_AC3_Static_SP,B4E_AC3_Static_SP_enable,B4E_AC3_Static_SPmin,CoolingVlv_AC3S,Current$2eAC3S,Current$2eAc3R,Current.Ac3R,DriveStat$2eAc3R,DriveStat.Ac3R,EconEnable$2eAC3S,Economizer$2eAC3S,Frequency$2eAC3S,Frequency$2eAc3R,Frequency.Ac3R,MinDmpPos$2eAC3S,MinDpMinPos$2eAC3S,NanStatStpt_AC3S,NanSupStpt_AC3S,OAH,OAT,OA_CO2,Power$2eAc3R,Power$2eAc3S,Power.Ac3R,Power.Ac3S,ReturnCO2.AC3,ReturnRH$2eAC3S,ReturnTemp.AC3,SpaceRH$2eAC3S,SpaceTemp.AC3,StatStpt_AC3S,StaticPress_AC3S,SupFanStat.AC3,SupStpt_AC3S,SupplyTemp$2eAC3,SupplyTemp.AC3,cloudiness,humidity,surface_shortwave_radiation,temperature,wind_direction,wind_speed,Total_flow,temp_delta,Q_load,median_space_temp,resampled,der
2021-04-11 14:00:00,5244.30732421875,,,26276.20703125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,95.79917798723491,54.08403287615095,411.8393127441406,,,0.0,0.0,641.7460065569196,,70.55042266845703,,71.12000274658203,1.5,0.0,0.0,65.0,,70.48529052734375,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.06513214111328125,0.0,72.5,,
2021-04-11 14:10:00,5247.46103515625,,,26291.97421875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,95.68299865722656,53.97268949236189,408.4566711425781,,,0.0,0.0,642.4456438337054,,70.54412078857422,,71.12000274658203,1.5,0.0,0.0,65.0,,70.46848406110492,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.07563672746930195,0.0,72.5,,
2021-04-11 14:20:00,5250.31376953125,,,26306.2390625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,95.88853563581196,53.97899191720146,409.30233154296883,,,0.0,0.0,636.2438877650669,,70.54412078857422,,71.12000274658203,1.5,0.0,0.0,65.0,,70.46848406110492,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.07563672746930195,0.0,72.5,,
2021-04-11 14:30:00,5253.13701171875,,,26320.3546875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,95.49524688720705,54.136555262974326,410.9936584472656,,,0.0,0.0,641.22265625,,70.54412078857422,,71.12000274658203,1.5,0.0,0.0,65.0,,70.48529052734375,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.05883026123046875,0.0,72.5,,
2021-04-11 14:40:00,5256.291015625,,,26336.123046875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,96.487427847726,54.18277413504465,414.3763122558594,,,0.0,0.0,636.155744280134,,70.54412078857422,,71.11190686907086,1.5,0.0,0.0,65.0,,70.44327436174666,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.10084642682755884,0.0,72.5,,
2021-04-11 14:50:00,5259.4451171875,,,26351.89140625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,97.14882223946708,54.28991535731724,405.919677734375,,,0.0,0.0,641.3101196289062,,70.54412078857422,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11765289306640625,0.0,72.5,,
2021-04-11 15:00:00,5262.29853515625,,,26366.157421875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,97.59112548828124,54.31617546081543,414.3763122558594,,,0.0,0.0,634.9768371582031,,70.54412078857422,,71.09166717529297,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11765289306640625,0.0,72.5,72.5,
2021-04-11 15:10:00,5265.4521484375,,,26381.926953125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,97.72071947370256,54.42647171020508,412.6849792480469,,,0.0,0.0,636.854718889509,,70.51050349644252,,71.02904728480748,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.08403560093471185,0.0,72.5,72.49150009155274,-0.008499908447262783
2021-04-11 15:20:00,5268.27509765625,,,26396.061328125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,97.25600215366907,54.44117736816406,408.4566589355469,,,0.0,0.0,640.6979108537946,,70.51890781947544,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.0924399239676319,0.0,72.46357182094029,72.48300018310547,-0.008499908447269888
2021-04-11 15:30:00,5271.42861328125,,,26411.63359375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,97.15771593366352,54.262605394635884,403.38267211914064,,,0.0,0.0,642.6202130998884,,70.51050349644252,,71.03761836460659,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.08403560093471185,0.0,72.48785727364677,72.4745002746582,-0.008499908447269888
2021-04-11 15:40:00,5274.28193359375,,,26425.849609375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,97.3096433367048,54.10294015066965,401.2685119628906,,,0.0,0.0,641.3975830078125,,70.54412078857422,,71.0547605242048,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11765289306640625,0.0,72.47571454729353,72.46600036621093,-0.008499908447262783
2021-04-11 15:50:00,5277.43955078125,,,26441.616015625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,97.49736240931921,54.084032331194194,408.4566528320312,,,0.0,0.0,634.409441266741,,70.54412078857422,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11765289306640625,0.0,72.48785727364677,72.45750045776367,-0.008499908447262783
2021-04-11 16:00:00,5280.23349609375,,,26455.73203125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,97.42575509207589,53.97899191720146,406.3424926757813,,,0.0,0.0,638.1651524135044,,70.54412078857422,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11765289306640625,0.0,72.5,72.44900054931641,-0.008499908447262783
2021-04-11 16:10:00,5283.36748046875,,,26471.500390625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,97.06825256347656,53.78571483067104,400.84566650390633,,,0.0,0.0,633.8846784319196,,70.54412078857422,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11765289306640625,0.0,72.46357182094029,72.44050064086915,-0.008499908447269888
2021-04-11 16:20:00,5286.22080078125,,,26485.765234375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,96.3712158203125,53.68277359008789,401.69134521484375,,,0.0,0.0,630.4787336077009,,70.54412078857422,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11765289306640625,0.0,72.43928636823381,72.43200073242187,-0.008499908447269888
2021-04-11 16:30:00,5289.37470703125,,,26501.533984375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,95.9868621826172,53.403360094342915,404.2283447265625,,,0.0,0.0,629.2557285853794,,70.5357164655413,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.1092485700334862,0.0,72.41500091552734,72.4235008239746,-0.008499908447262783
2021-04-11 16:40:00,5292.1978515625,,,26515.649609375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,95.20932333809988,53.22689110892161,400.8456787109375,,,0.0,0.0,629.3428431919642,,70.51890781947544,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.0924399239676319,0.0,72.41500091552734,72.41500091552734,-0.004249954223631391
2021-04-11 16:50:00,5295.35166015625,,,26531.4171875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,96.12100219726562,53.13235473632813,401.69134521484375,,,0.0,0.0,636.5048828125,,70.51470565795898,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.08823776245117188,0.0,72.41500091552734,72.41500091552734,0.0
2021-04-11 17:00:00,5298.50546875,,,26547.183984375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,96.15679168701172,53.09873962402344,405.919677734375,,,0.0,0.0,635.7191772460938,,70.54412078857422,,71.0633316040039,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11765289306640625,0.0,72.41500091552734,72.41500091552734,0.0
2021-04-11 17:10:00,5301.35888671875,,,26561.450390625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,95.21828896658761,53.025210244315005,408.4566650390625,,,0.0,0.0,629.7794363839286,,70.51890781947544,,71.03761836460659,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.0924399239676319,0.0,72.41500091552734,72.41500091552734,0.0
2021-04-11 17:20:00,5304.18193359375,,,26575.56640625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,95.1288572038923,52.773108346121646,404.651171875,,,0.0,0.0,629.7797764369419,,70.48529052734375,,71.0461894444057,1.5,0.0,0.0,65.0,,70.42646789550781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.0588226318359375,0.0,72.41500091552734,72.41500091552734,0.0
2021-04-11 17:30:00,5307.335546875,,,26591.3390625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,95.45953260149271,52.67226954868862,409.72515258789065,,,0.0,0.0,628.9930419921875,,70.48529052734375,,71.00333404541016,1.5,0.0,0.0,65.0,,70.3760484967913,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.1092420305524513,0.0,72.41500091552734,72.41500091552734,0.0
2021-04-11 17:40:00,5310.48857421875,,,26607.076953125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,93.74368613106864,52.49369703020368,404.22833251953125,,,0.0,0.0,629.3431919642858,,70.48529052734375,,71.00333404541016,1.5,0.0,0.0,65.0,,70.36764526367189,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11764526367186079,0.0,72.41500091552734,72.41500091552734,0.0
2021-04-11 17:50:00,5313.341796875,,,26621.243359375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.54596819196428,52.06722749982561,408.0338195800781,,,0.0,0.0,635.3693411690848,,70.48529052734375,,70.98619188581195,1.5,0.0,0.0,65.0,,70.36764526367189,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11764526367186079,0.0,72.41500091552734,72.41500091552734,0.0
2021-04-11 18:00:00,5316.16484375,,,26635.256640625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,91.92935507638114,51.453780582972925,405.9196594238282,,,0.0,0.0,629.691650390625,,70.44327436174666,,70.9433364868164,1.5,0.0,0.0,65.0,,70.36764526367189,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.0756290980747707,0.0,72.41500091552734,72.41500091552734,0.0
2021-04-11 18:10:00,5319.323046875,,,26651.02421875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.23318154471261,50.85924366542271,405.919677734375,,,0.0,0.0,629.2550571986608,,70.42646789550781,,70.9433364868164,1.5,0.0,0.0,65.0,,70.33613586425781,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.09033203125,0.0,72.41500091552734,72.41500091552734,0.0
2021-04-11 18:20:00,5322.4765625,,,26666.791796875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.62650299072266,50.590334756033755,411.8393127441406,,,0.0,0.0,630.1289324079241,,70.46848406110492,,70.9433364868164,1.5,0.0,0.0,65.0,,70.32353210449219,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.1449519566127293,0.0,72.41500091552734,72.41500091552734,-0.00510714394705758
2021-04-11 18:30:00,5325.2794921875,,,26681.0578125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.30474853515624,50.49264717102051,406.3424926757813,,,0.0,0.0,629.7804565429688,,70.48529052734375,,70.9433364868164,1.5,0.0,0.0,65.0,,70.32353210449219,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.1617584228515625,0.0,72.3700008392334,72.40478662763323,-0.01021428789411516
2021-04-11 18:40:00,5328.4326171875,,,26696.825390625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,91.86678423200337,50.45168140956334,401.69134521484375,,,0.0,0.0,629.5181187220983,,70.42646789550781,,70.9433364868164,1.5,0.0,0.0,65.0,,70.32353210449219,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.102935791015625,0.0,72.32500076293945,72.39457233973911,-0.010214287894108054
2021-04-11 18:50:00,5331.25576171875,,,26710.941796875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,91.80421338762557,50.205881936209536,406.76533203125,,,0.0,0.0,628.6446271623884,,70.42646789550781,,70.91904885428292,1.5,0.0,0.0,65.0,,70.27311270577567,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.1533551897321388,0.0,72.32500076293945,72.38435805184501,-0.010214287894108054
2021-04-11 19:00:00,5334.408984375,,,26726.710546875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,91.96503230503627,49.80672236851284,403.38267211914064,,,0.0,0.0,625.3247506277902,,70.42646789550781,,70.88666534423828,1.5,0.0,0.0,65.0,,70.26470947265625,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.1617584228515625,0.0,72.32500076293945,72.3741437639509,-0.01021428789411516
2021-04-11 19:10:00,5337.26259765625,,,26740.9765625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,91.18746948242188,49.75630242483958,404.6511596679687,,,0.0,0.0,629.8675711495536,,70.40966142926898,,70.88666534423828,1.5,0.0,0.0,65.0,,70.26470947265625,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.1449519566127293,0.0,72.32500076293945,72.36392947605678,-0.01021428789411516
2021-04-11 19:20:00,5340.4162109375,,,26756.74375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,91.71482304164341,49.53991481236049,398.30867919921883,,,0.0,0.0,618.2487880161831,,70.36764526367189,,70.88666534423828,1.5,0.0,0.0,65.0,,70.2142835344587,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.15336172921318791,0.0,72.32500076293945,72.35371518816267,-0.01021428789411516
2021-04-11 19:30:00,5343.2396484375,,,26770.8578125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.16168103899271,49.344538007463726,399.154345703125,,,0.0,0.0,616.7641165597098,,70.34873962402344,,70.88666534423828,1.5,0.0,0.0,65.0,,70.20587921142578,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.14286041259765625,0.0,72.32500076293945,72.34350090026855,-0.010214287894108054
2021-04-11 19:40:00,5346.39306640625,,,26786.6265625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.11700221470423,49.262604849679136,395.7716796875,,,0.0,0.0,616.7641165597098,,70.35504150390625,,70.8300051007952,1.5,0.0,0.0,65.0,,70.20587921142578,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.14916229248046875,0.0,72.32500076293945,72.33328661237445,-0.010214287894108054
2021-04-11 19:50:00,5349.24677734375,,,26800.771484375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,91.90250832693917,49.262604849679136,394.0803466796875,,,0.0,0.0,616.3268432617188,,70.32353210449219,,70.74095480782645,1.5,0.0,0.0,65.0,,70.17436981201172,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.14916229248046875,0.0,72.32500076293945,72.32307232448034,-0.01021428789411516
2021-04-11 20:00:00,5352.4005859375,,,26816.560546875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,91.45550101143974,49.16386413574219,395.7716796875,,,0.0,0.0,616.4142979213169,,70.28151593889508,,70.76524244035994,1.5,0.0,0.0,65.0,,70.16176605224611,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11974988664897523,0.0,72.31285803658622,72.31285803658622,-0.012999916076658735
2021-04-11 20:10:00,5355.22421875,,,26830.57734375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,91.94706944056921,48.97689110892161,395.3488464355469,,,0.0,0.0,616.5892072405134,,70.2899191720145,,70.71666717529297,1.5,0.0,0.0,65.0,,70.16176605224611,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.12815311976839894,0.0,72.22785895211356,72.29707249232702,-0.015785544259209416
2021-04-11 20:20:00,5358.3794921875,,,26846.344921875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.42974853515624,48.88235473632813,391.1205139160156,,,0.0,0.0,617.8561096191406,,70.23529434204103,,70.71666717529297,1.5,0.0,0.0,65.0,,70.16176605224611,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.07352828979492188,0.0,72.15500259399414,72.2812869480678,-0.015785544259209416
2021-04-11 20:30:00,5361.53623046875,,,26862.1125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,93.37717982700892,48.87605013166155,393.23468017578125,,,0.0,0.0,616.5892072405134,,70.20587921142578,,70.71666717529297,1.5,0.0,0.0,65.0,,70.10294342041016,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.102935791015625,0.0,72.15500259399414,72.2655014038086,-0.015785544259209416
2021-04-11 20:40:00,5364.36953125,,,26876.379296875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,93.73475211007255,48.85083934238979,388.1606689453125,,,0.0,0.0,612.2216012137277,,70.20587921142578,,70.71666717529297,1.5,0.0,0.0,65.0,,70.10294342041016,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.102935791015625,0.0,72.15500259399414,72.24971585954938,-0.015785544259209416
2021-04-11 20:50:00,5367.16279296875,,,26890.495703125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,93.66321672712057,48.737395150320864,391.5433471679688,,,0.0,0.0,616.5024675641741,,70.19327545166016,,70.71666717529297,1.5,0.0,0.0,65.0,,70.08613695417132,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.1071384974888332,0.0,72.15500259399414,72.23393031529018,-0.01578554425920231
2021-04-11 21:00:00,5370.3166015625,,,26906.263671875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,93.75257982526509,48.68697575160435,389.00634765625,,,0.0,0.0,617.2885044642858,,70.16176605224611,,70.71666717529297,1.5,0.0,0.0,65.0,,70.04412078857422,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11764526367188921,0.0,72.15500259399414,72.21814477103098,-0.015785544259209416
2021-04-11 21:10:00,5373.47041015625,,,26922.0328125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,93.66321345738001,48.62394823346819,389.00634765625,,,0.0,0.0,616.6766619001116,,70.18697357177734,,70.71666717529297,1.5,0.0,0.0,65.0,,70.04412078857422,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.142852783203125,0.0,72.15500259399414,72.20235922677176,-0.015785544259209416
2021-04-11 21:20:00,5376.32353515625,,,26936.29921875,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,93.77938842773438,48.655460902622785,386.8921630859375,,,0.0,0.0,616.5017525809152,,70.11974988664899,,70.70047542027065,1.5,0.0,0.0,65.0,,70.04412078857422,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.0756290980747707,0.0,72.15500259399414,72.18657368251256,-0.015785544259209416
2021-04-11 21:30:00,5379.14677734375,,,26950.41484375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,93.19846779959542,48.75,385.6236511230469,,,0.0,0.0,616.9390258789062,,70.10294342041016,,70.65999603271484,1.5,0.0,0.0,65.0,,70.0020991734096,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.10084424700055195,0.0,72.15500259399414,72.17078813825334,-0.015785544259209416
2021-04-11 21:40:00,5382.30078125,,,26966.18359375,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.55497196742466,48.64285605294364,388.16066284179686,,,0.0,0.0,614.7550571986608,,70.10294342041016,,70.65190124511719,1.5,0.0,0.0,65.0,,69.98529052734375,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.11765289306640625,0.0,72.15500259399414,72.15500259399414,-0.016642924717494623
2021-04-11 21:50:00,5385.45439453125,,,26981.96328125,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.92139870779856,48.51050404139927,391.5433471679688,,,0.0,0.0,613.1832711356027,,70.09454018729073,,70.60333251953125,1.5,0.0,0.0,65.0,,69.98529052734375,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.10924965994698255,0.0,72.15500259399414,72.13750228881835,-0.01750030517577983
2021-04-11 22:00:00,5388.3076171875,,,26996.0265625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.24213027954102,48.375,388.58349609375,,,0.0,0.0,616.3268432617188,,70.04412078857422,,70.60333251953125,1.5,0.0,0.0,65.0,,69.98529052734375,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.05883026123046875,0.0,72.11250114440918,72.12000198364258,-0.01750030517577983
2021-04-11 22:10:00,5391.4611328125,,,27011.794140625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.49228777204245,48.04411697387695,389.00634765625,,,0.0,0.0,617.7247227260044,,70.04412078857422,,70.60333251953125,1.5,0.0,0.0,65.0,,69.98529052734375,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.05883026123046875,0.0,71.97999954223633,72.1025016784668,-0.01750030517577983
2021-04-11 22:20:00,5394.2845703125,,,27025.909765625,,,,,,,,,0.0,,,0.0,,0.0,1.0,0.0,,,0.0,,,,,92.4029312133789,48.02520969935826,388.1606689453125,,,0.0,0.0,616.8515712193081,,69.99369485037667,,70.60333251953125,1.5,0.0,0.0,65.0,,69.94747924804689,82,75.0,41.125,15.6899995803833,66,3.380000114440918,0.0,0.046215602329780836,0.0,71.97999954223633,72.08500137329102,-0.01750030517577983
