,Current.Ac3R,Frequency.Ac3R,OAH,OAT,Power.Ac3R,Power.Ac3S,ReturnCO2.AC3,ReturnTemp.AC3,SpaceTemp.AC3,SupplyTemp.AC3,Total_flow,temp_delta,Q_load,der,median_space_temp
2020-07-14 22:30:00,0.0,0.0,100.0,77.29412078857422,0.0,0.0,555.6292724609375,77.0,77.87667083740234,75.44117736816406,0.0,1.5588226318359375,0.0,0.014705657958984375,77.43999862670898
2020-07-14 22:40:00,0.0,0.0,100.0,77.23529434204102,0.0,0.0,555.9341430664061,77.0,77.9366683959961,75.44117736816406,0.0,1.5588226318359375,0.0,0.0,77.43999862670898
2020-07-14 22:50:00,0.0,0.0,100.0,77.17646789550781,0.0,0.0,556.2402648925781,77.0,77.9366683959961,75.44117736816406,0.0,1.5588226318359375,0.0,0.0,77.48499870300293
2020-07-14 23:00:00,0.0,0.0,100.0,76.79412078857422,0.0,0.0,555.9353942871094,77.0,77.96666717529297,75.44117736816406,0.0,1.5588226318359375,0.0,0.014705657958984375,77.52999877929688
2020-07-14 23:10:00,0.0,0.0,100.0,76.73529434204102,0.0,0.0,556.2402648925781,77.02941131591797,77.99666595458984,75.4117660522461,0.0,1.617645263671875,0.0,0.014705657958984375,77.52999877929688
2020-07-14 23:20:00,0.0,0.0,100.0,76.79412078857422,0.0,0.0,556.8524475097656,77.02941131591797,77.99666595458984,75.44117736816406,0.0,1.5882339477539062,0.0,0.0,77.52999877929688
2020-07-14 23:30:00,0.0,0.0,100.0,76.5882339477539,0.0,0.0,550.1243896484375,77.02941131591797,77.99666595458984,75.44117736816406,0.0,1.5882339477539062,0.0,0.0,77.52999877929688
2020-07-14 23:40:00,0.0,0.0,100.0,76.30882263183594,0.0,0.0,553.7939147949219,77.02941131591797,78.0250015258789,75.44117736816406,0.0,1.5882339477539062,0.0,0.014705657958984375,77.52999877929688
2020-07-14 23:50:00,0.0,0.0,100.0,76.27941131591797,0.0,0.0,544.008544921875,77.05882263183594,78.05333709716797,75.44117736816406,0.0,1.617645263671875,0.0,0.02941131591796875,77.52999877929688
2020-07-15 00:00:00,0.0,0.0,100.0,76.27941131591797,0.0,0.0,544.9255981445311,77.0882339477539,78.05333709716797,75.44117736816406,0.0,1.6470565795898438,0.0,0.014705657958984375,77.52999877929688
2020-07-15 00:10:00,0.0,0.0,100.0,76.11764526367188,0.0,0.0,545.2317199707031,77.0882339477539,78.08166885375977,75.44117736816406,0.0,1.6470565795898438,0.0,0.0,77.61499786376953
2020-07-15 00:20:00,0.0,0.0,100.0,75.97058868408203,0.0,0.0,555.9341430664061,77.0882339477539,78.11000061035156,75.44117736816406,0.0,1.6470565795898438,0.0,0.0,77.69999694824219
2020-07-15 00:30:00,0.0,0.0,100.0,75.9117660522461,0.0,0.0,544.9255981445311,77.0882339477539,78.11000061035156,75.44117736816406,0.0,1.6470565795898438,0.0,0.018383026123046875,77.69999694824219
2020-07-15 00:40:00,0.0,0.0,100.0,75.66911697387695,0.0,0.0,555.9341430664061,77.125,78.13833618164062,75.47058868408203,0.0,1.6544113159179688,0.0,0.03676605224609375,77.69999694824219
2020-07-15 00:50:00,0.0,0.0,100.0,75.35294342041016,0.0,0.0,555.3244018554689,77.1617660522461,78.16667175292969,75.5,0.0,1.6617660522460938,0.0,0.0,77.69999694824219
2020-07-15 01:00:00,0.0,0.0,100.0,75.25735473632812,0.0,0.0,551.3475646972656,77.125,78.16667175292969,75.5,0.0,1.625,0.0,0.0,77.69999694824219
2020-07-15 01:10:00,0.0,0.0,100.0,74.84558868408203,0.0,0.0,555.3244018554689,77.1617660522461,78.19667434692383,75.5,0.0,1.6617660522460938,0.0,0.018383026123046875,77.69999694824219
2020-07-15 01:20:00,0.0,0.0,100.0,74.82353210449219,0.0,0.0,557.1585083007811,77.1617660522461,78.22667694091797,75.5,0.0,1.6617660522460938,0.0,0.0,77.69999694824219
2020-07-15 01:30:00,0.0,0.0,100.0,74.99264526367188,0.0,0.0,556.54638671875,77.1617660522461,78.22667694091797,75.5,0.0,1.6617660522460938,0.0,0.014705657958984375,77.69999694824219
2020-07-15 01:40:00,0.0,0.0,100.0,75.06617736816406,0.0,0.0,562.05126953125,77.19117736816406,78.22667694091797,75.55882263183594,0.0,1.632354736328125,0.0,0.02941131591796875,77.69999694824219
2020-07-15 01:50:00,0.0,0.0,100.0,74.97058868408203,0.0,0.0,567.8609924316406,77.22058868408203,78.28667449951172,75.55882263183594,0.0,1.6617660522460938,0.0,0.014705657958984375,77.78999710083008
2020-07-15 02:00:00,0.0,0.0,100.0,74.63970565795898,0.0,0.0,569.3902893066406,77.22058868408203,78.28667449951172,75.55882263183594,0.0,1.6617660522460938,0.0,-0.014705657958984375,77.87999725341797
2020-07-15 02:10:00,0.0,0.0,100.0,74.57353210449219,0.0,0.0,567.8609924316406,77.19117736816406,78.28667449951172,75.61764526367188,0.0,1.5735321044921875,0.0,0.0,77.87999725341797
2020-07-15 02:20:00,0.0,0.0,100.0,74.1617660522461,0.0,0.0,568.4719543457031,77.22058868408203,78.3166732788086,75.61764526367188,0.0,1.6029434204101562,0.0,-0.014705657958984375,77.87999725341797
2020-07-15 02:30:00,0.0,0.0,100.0,73.85294342041016,0.0,0.0,569.3890075683594,77.1617660522461,78.34667205810547,75.61764526367188,0.0,1.5441207885742188,0.0,-0.014705657958984375,77.87999725341797
2020-07-15 02:40:00,0.0,0.0,100.0,73.9117660522461,0.0,0.0,567.2500305175781,77.19117736816406,78.34667205810547,75.61764526367188,0.0,1.5735321044921875,0.0,0.0,77.87999725341797
2020-07-15 02:50:00,0.0,0.0,100.0,74.02941131591797,0.0,0.0,562.05126953125,77.1617660522461,78.375,75.61764526367188,0.0,1.5441207885742188,0.0,0.0,77.87999725341797
2020-07-15 03:00:00,0.0,0.0,100.0,73.53676223754883,0.0,0.0,561.7451171875,77.19117736816406,78.40332794189453,75.61764526367188,0.0,1.5735321044921875,0.0,0.0,77.92249870300293
2020-07-15 03:10:00,0.0,0.0,100.0,73.3382339477539,0.0,0.0,567.55615234375,77.1617660522461,78.40332794189453,75.67646789550781,0.0,1.4852981567382812,0.0,0.014705657958984375,77.96500015258789
2020-07-15 03:20:00,0.0,0.0,100.0,73.15441131591797,0.0,0.0,556.2402648925781,77.22058868408203,78.4316635131836,75.67646789550781,0.0,1.5441207885742188,0.0,0.014705657958984375,78.05000305175781
2020-07-15 03:30:00,0.0,0.0,100.0,72.89705657958984,0.0,0.0,556.8524475097656,77.19117736816406,78.45999908447266,75.67646789550781,0.0,1.51470947265625,0.0,-0.014705657958984375,78.05000305175781
2020-07-15 03:40:00,0.0,0.0,100.0,72.42647171020508,0.0,0.0,568.7780456542969,77.19117736816406,78.45999908447266,75.67646789550781,0.0,1.51470947265625,0.0,-0.014705657958984375,78.05000305175781
2020-07-15 03:50:00,0.0,0.0,100.0,72.26470565795898,0.0,0.0,569.0841674804688,77.1617660522461,78.45999908447266,75.67646789550781,0.0,1.4852981567382812,0.0,0.014705657958984375,78.05000305175781
2020-07-15 04:00:00,0.0,0.0,100.0,71.99264526367188,0.0,0.0,569.0841369628906,77.22058868408203,78.45999908447266,75.73529052734375,0.0,1.4852981567382812,0.0,0.02941131591796875,78.05000305175781
2020-07-15 04:10:00,0.0,0.0,100.0,71.94117736816406,0.0,0.0,567.55615234375,77.22058868408203,78.45999908447266,75.73529052734375,0.0,1.4852981567382812,0.0,0.0,78.05000305175781
2020-07-15 04:20:00,0.0,0.0,100.0,71.90441131591797,0.0,0.0,567.8609924316406,77.22058868408203,78.45999908447266,75.73529052734375,0.0,1.4852981567382812,0.0,0.0,78.05000305175781
2020-07-15 04:30:00,0.0,0.0,100.0,71.7867660522461,0.0,0.0,567.5548706054688,77.22058868408203,78.4900016784668,75.73529052734375,0.0,1.4852981567382812,0.0,0.014705657958984375,78.09500312805176
2020-07-15 04:40:00,0.0,0.0,100.0,71.76470947265625,0.0,0.0,567.8609924316406,77.25,78.52000427246094,75.76470565795898,0.0,1.4852943420410156,0.0,0.014705657958984375,78.18500328063965
2020-07-15 04:50:00,0.0,0.0,100.0,71.82353210449219,0.0,0.0,570.001220703125,77.25,78.54833602905273,75.79412078857422,0.0,1.4558792114257812,0.0,0.014705657958984375,78.2300033569336
2020-07-15 05:00:00,0.0,0.0,100.0,71.73529434204102,0.0,0.0,568.1658325195312,77.27941131591797,78.57666778564453,75.79412078857422,0.0,1.48529052734375,0.0,0.014705657958984375,78.2300033569336
2020-07-15 05:10:00,0.0,0.0,100.0,71.17646789550781,0.0,0.0,567.55615234375,77.27941131591797,78.57666778564453,75.79412078857422,0.0,1.48529052734375,0.0,0.0,78.2300033569336
2020-07-15 05:20:00,0.0,0.0,100.0,71.44117736816406,0.0,0.0,567.55615234375,77.27941131591797,78.63666534423828,75.79412078857422,0.0,1.48529052734375,0.0,0.0,78.2300033569336
2020-07-15 05:30:00,0.0,0.0,100.0,71.38235473632812,0.0,0.0,567.8609924316406,77.27941131591797,78.63666534423828,75.9117660522461,0.0,1.367645263671875,0.0,0.0,78.2300033569336
2020-07-15 05:40:00,0.0,0.0,100.0,70.89705657958984,0.0,0.0,575.5048828125,77.27941131591797,78.69667053222656,75.9117660522461,0.0,1.367645263671875,0.0,0.0,78.27250289916992
2020-07-15 05:50:00,0.0,0.0,100.0,70.77941131591797,0.0,0.0,568.4719543457031,77.27941131591797,78.75333404541016,75.9117660522461,0.0,1.367645263671875,0.0,0.014705657958984375,78.4000015258789
2020-07-15 06:00:00,0.0,0.0,100.0,70.8382339477539,0.0,0.0,570.0012512207031,77.30882263183594,78.80999755859375,75.85294342041016,0.0,1.4558792114257812,0.0,0.02941131591796875,78.4000015258789
2020-07-15 06:10:00,0.0,0.0,100.0,70.88970565795898,0.0,0.0,576.1170654296875,77.3382339477539,78.80999755859375,75.73529052734375,0.0,1.6029434204101562,0.0,0.02941131591796875,78.4000015258789
2020-07-15 06:20:00,3.3499999046325684,45.31999969482422,100.0,71.00735092163086,0.550000011920929,3.600000023841858,381.9377899169922,77.36764526367188,78.80999755859375,76.22794342041016,4944.103940963745,1.1397018432617188,5634.804374793908,0.11764907836914062,78.4000015258789
2020-07-15 06:30:00,3.149999976158142,40.96999931335449,100.0,71.32353210449219,1.0000000298023224,5.200000047683716,385.3012237548828,77.57353210449219,78.75333404541016,70.02941131591797,7097.477336883545,7.544120788574219,53544.226323617535,-0.02941131591796875,78.35750198364258
2020-07-15 06:40:00,3.149999976158142,44.545000076293945,100.0,71.38235473632812,1.149999976158142,8.0,371.23536682128906,77.30882263183594,78.37166595458984,62.56617736816406,8311.167278289795,14.742645263671875,122528.59091086371,-0.36029624938964844,77.87749862670898
2020-07-15 06:50:00,3.399999976158142,46.42000007629394,100.0,71.34558868408203,1.199999988079071,7.949999809265138,412.2109680175781,76.85293960571289,77.7599983215332,61.463233947753906,8615.37837600708,15.389705657958984,132588.13733869366,-0.3897056579589844,77.26249885559082
2020-07-15 07:00:00,3.3000000715255737,45.97500038146973,100.0,71.22793960571289,1.2999999523162842,8.0,403.6487884521485,76.52941131591797,77.2933349609375,60.97794151306152,8554.960206985474,15.551469802856445,133042.20532357311,-0.2941169738769531,76.70250129699707
2020-07-15 07:10:00,3.350000023841858,45.165000915527344,100.0,71.32352828979492,1.2000000476837158,7.649999856948852,404.5658416748047,76.26470565795898,76.89166641235352,60.48529434204102,8069.95115852356,15.779411315917962,127339.07862971192,-0.22058868408203125,76.30999755859375
2020-07-15 07:20:00,3.350000023841858,44.38500022888184,100.0,71.5,1.0500000119209292,6.799999952316284,402.73170471191406,76.0882339477539,76.51333236694336,59.95588111877442,7854.468107223511,16.132352828979485,126711.05078969634,-0.20588111877441406,76.18249893188477
2020-07-15 07:30:00,3.2000000476837163,43.38500022888184,100.0,71.4632339477539,1.1500000357627869,6.25,387.1365814208984,75.85294342041016,76.25,59.64705848693848,7480.175525665283,16.20588493347168,121222.86385110262,-0.25,75.96249961853027
2020-07-15 07:40:00,3.299999952316284,42.51499938964844,100.0,71.55147171020508,1.149999976158142,6.1499998569488525,350.44024658203125,75.5882339477539,75.96000289916992,59.45588302612305,7014.066062927246,16.13235092163086,113153.37511464409,-0.16176605224609375,75.65500068664551
2020-07-15 07:50:00,3.2000000476837163,41.81499862670898,100.0,71.51470565795898,1.0999999642372131,5.9000000953674325,388.0524291992188,75.52941131591797,75.6983413696289,59.02205848693848,6855.137481689453,16.507352828979492,113160.17310140975,-0.11396980285644531,75.39250183105469
2020-07-15 08:00:00,3.0999999046325684,41.43499946594238,100.0,71.6617660522461,0.8499999940395355,5.9000000953674325,375.8219451904297,75.36029434204102,75.5250015258789,59.25735282897949,6596.469167709351,16.102941513061523,106222.5572003373,-0.13970565795898438,75.3075008392334
2020-07-15 08:10:00,3.149999976158142,41.10000038146973,100.0,71.6617660522461,1.0,6.049999952316284,363.89512634277344,75.25,75.3216667175293,59.57352828979492,6396.450059890747,15.676471710205078,100273.76840961687,-0.09926414489746094,75.21999931335449
2020-07-15 08:20:00,3.0999999046325684,40.86000061035156,100.0,71.80882263183594,1.0,5.600000143051148,357.7792663574219,75.1617660522461,75.2066650390625,59.97794151306152,6151.4671993255615,15.18382453918457,93402.79861310845,-0.014705657958984375,75.13000106811523
2020-07-15 08:30:00,3.149999976158142,40.23000144958496,100.0,71.66176223754883,0.9499999880790708,5.700000047683716,364.20123291015625,75.22058868408203,75.12166595458984,59.86029434204102,6254.92816734314,15.360294342041009,96077.53773871376,0.0,75.08500289916992
2020-07-15 08:40:00,3.049999952316284,40.19499969482422,100.0,71.45587921142578,0.8499999940395355,5.8500001430511475,387.44146728515625,75.1617660522461,75.0633316040039,59.88970565795898,6263.867572784424,15.272060394287116,95662.16387338037,-0.08823394775390625,75.0
2020-07-15 08:50:00,3.100000023841858,39.59499931335449,100.0,71.80882263183594,0.8499999940395355,4.75,366.3414764404297,75.04412078857422,75.0633316040039,59.74264717102051,5877.637729644775,15.301473617553711,89936.51865369783,-0.07353019714355469,74.91250038146973
2020-07-15 09:00:00,3.0,39.29999923706055,100.0,71.98529052734375,0.8000000119209291,5.200000047683716,405.7890167236328,75.01470565795898,75.0633316040039,59.86029434204102,5727.138946533203,15.154411315917962,86791.41925917724,-0.014707565307617188,74.86750221252441
2020-07-15 09:10:00,3.149999976158142,38.88999938964844,100.0,72.27941131591797,0.7999999821186066,4.650000095367432,388.97071838378906,75.01470565795898,74.97333526611328,60.05882453918457,5601.927696228027,14.955881118774414,83781.7646607562,-0.029413223266601562,74.82500076293945
2020-07-15 09:20:00,3.100000023841858,38.48499870300293,100.0,72.30882263183594,0.7000000178813934,4.400000095367432,401.2024383544922,74.95587921142578,75.03333282470703,59.86764717102051,5406.780490875244,15.088232040405273,81578.75863786202,-0.07353019714355469,74.73999786376953
2020-07-15 09:30:00,3.100000023841858,38.55000114440918,100.0,72.48529434204102,0.699999988079071,3.950000047683716,428.72438049316406,74.86764526367188,75.03333282470703,60.31617546081543,5460.034019470215,14.551469802856445,79451.52015688973,-0.07352828979492188,74.73999786376953
2020-07-15 09:40:00,3.049999952316284,38.165000915527344,100.0,72.9117660522461,0.6500000059604645,4.900000095367432,401.8134002685547,74.80882263183594,75.03333282470703,60.80146980285645,5314.8918800354,14.007352828979485,74447.56581153396,0.044116973876953125,74.6974983215332
2020-07-15 09:50:00,3.049999952316284,38.11000061035156,100.0,73.17646789550781,0.7999999821186066,4.400000095367432,384.99513244628906,74.95587921142578,75.08999633789062,61.38970756530762,5211.133079528809,13.566171646118164,70695.12582765215,0.0588226318359375,74.65499877929688
2020-07-15 10:00:00,3.149999976158142,38.10000038146973,100.0,73.3161735534668,0.7000000178813934,4.450000047683716,367.2597503662109,74.92646789550781,75.03333282470703,61.29411697387695,5159.668907165527,13.63235092163086,70338.41718190807,-0.02941131591796875,74.6974983215332
2020-07-15 10:10:00,3.100000023841858,37.92499923706055,100.0,73.95588302612305,0.8000000119209291,4.049999952316283,391.4170684814453,74.89705657958984,75.06166458129883,61.7794132232666,5216.592063903809,13.117643356323242,68429.39422971634,0.029413223266601562,74.73999786376953
2020-07-15 10:20:00,3.0999999046325684,38.09500122070313,100.0,74.26470565795898,0.699999988079071,4.149999976158142,415.8804931640625,74.98529434204102,75.08999633789062,62.76470565795898,5272.1390380859375,12.220588684082038,64428.64266974017,0.08823776245117188,74.73999786376953
2020-07-15 10:30:00,3.0,38.11999893188477,100.0,74.55882263183594,0.8499999940395355,4.800000190734863,390.49879455566406,75.07353210449219,75.14666748046875,62.31617546081543,5373.801441192627,12.757356643676758,68555.50151759849,0.05882453918457031,74.73999786376953
2020-07-15 10:40:00,3.149999976158142,37.920000076293945,100.0,74.86764526367188,0.75,4.6499998569488525,406.0950927734375,75.10294342041016,75.14666748046875,62.0,5256.858171463013,13.102943420410156,68880.31518980065,-0.014705657958984375,74.73999786376953
2020-07-15 10:50:00,3.0,37.9950008392334,100.0,74.80882263183594,0.7000000178813934,4.700000047683716,382.24391174316406,75.04412078857422,75.14666748046875,62.0,5339.623359680176,13.044120788574219,69650.6920691607,-0.04411888122558594,74.73999786376953
2020-07-15 11:00:00,2.9500000476837163,38.05000114440918,100.0,75.50735092163086,0.6500000059604645,4.549999952316284,402.73048400878906,75.01470565795898,75.14666748046875,61.82352828979492,5358.272047042847,13.191177368164062,70681.91695941772,0.044116973876953125,74.78249931335449
2020-07-15 11:10:00,3.149999976158142,38.01499938964844,100.0,75.88235473632812,0.75,4.4999998807907104,399.3670654296875,75.13235473632812,75.20333099365234,63.5367660522461,5259.7578411102295,11.595588684082024,60989.988503389475,0.05882453918457031,74.86750221252441
2020-07-15 11:20:00,3.049999952316284,38.01000022888184,100.0,76.36764526367188,0.7999999821186066,4.4999998807907104,422.9146118164063,75.13235473632812,75.32166290283203,63.54411697387695,5258.277353286743,11.588237762451172,60934.16819079924,0.0,74.91000366210938
2020-07-15 11:30:00,3.049999952316284,37.9950008392334,100.0,76.70587921142578,0.75,4.799999952316284,372.763427734375,75.13235473632812,75.37999725341797,63.21323585510254,5313.545976638794,11.919118881225586,63332.7861764157,-0.044116973876953125,74.91000366210938
2020-07-15 11:40:00,3.0,37.90499877929688,100.0,76.64706039428711,0.9499999880790708,4.8999998569488525,390.4999847412109,75.04412078857422,75.4366683959961,62.9705867767334,5294.450685501099,12.07353401184082,63922.73042541146,-0.02941131591796875,74.95500183105469
2020-07-15 11:50:00,3.0,37.97500038146973,100.0,77.04412078857422,0.550000011920929,4.850000143051148,369.70611572265625,75.07353210449219,75.4366683959961,62.27205848693848,5403.05718421936,12.801473617553711,69167.09399791819,0.044116973876953125,74.91000366210938
2020-07-15 12:00:00,2.9500000476837163,38.00500106811523,100.0,76.98529434204102,0.75,4.450000047683716,406.7073211669922,75.13235473632812,75.4366683959961,62.36764717102051,5218.914182662964,12.764707565307617,66617.91335012915,0.0,74.91000366210938
2020-07-15 12:10:00,3.0999999046325684,37.90500068664551,100.0,77.01470565795898,0.7000000178813934,4.349999904632568,404.5658416748047,75.07353210449219,75.40666961669922,62.5367660522461,5444.486078262329,12.536766052246087,68256.2482378856,-0.05882453918457031,74.91000366210938
2020-07-15 12:20:00,2.9000000953674316,37.875,100.0,76.95588302612305,0.6500000059604645,4.450000047683716,374.9036712646485,75.01470565795898,75.37667083740234,62.41911697387695,5414.901237487793,12.595588684082031,68203.86875232303,-0.0735321044921875,74.91000366210938
2020-07-15 12:30:00,3.0,38.03000068664551,100.0,77.13970565795898,0.6000000089406967,4.700000047683716,396.9207305908203,74.92646789550781,75.4366683959961,62.36764717102051,5122.525676727295,12.558820724487305,64332.88163060111,0.0,74.91000366210938
2020-07-15 12:40:00,3.049999952316284,37.8700008392334,100.0,77.23529434204102,0.7000000178813934,4.149999976158142,405.17803955078125,75.01470565795898,75.4366683959961,62.32352828979492,5296.091764450073,12.691177368164062,67213.63994070885,0.04411888122558594,74.91000366210938
2020-07-15 12:50:00,2.9500000476837163,38.05999946594238,100.0,77.45588302612305,0.75,4.849999904632568,368.48170471191406,75.01470565795898,75.37667083740234,62.36764717102051,5325.802333831787,12.647058486938477,67355.73360584406,-0.04411888122558594,74.91000366210938
2020-07-15 13:00:00,2.9500000476837163,37.81999969482422,100.0,77.66912078857422,0.7000000178813934,3.850000023841858,377.34999084472656,74.92646789550781,75.34833526611328,62.36764526367188,5146.770315170288,12.55882263183593,64637.37551502196,-0.04411888122558594,74.82500076293945
2020-07-15 13:10:00,2.9500000476837163,37.94499969482422,100.0,77.70588302612305,0.75,4.650000095367432,376.43292236328125,74.92646789550781,75.31999969482422,62.44852828979492,5313.735815048218,12.47793960571289,66304.47458088523,0.02941131591796875,74.86750221252441
2020-07-15 13:20:00,3.049999952316284,37.94499969482422,100.0,77.11029434204102,0.8000000119209291,5.1499998569488525,422.3024291992188,74.98529052734375,75.29166412353516,62.56617546081543,5253.951370239258,12.41911506652832,65249.42662094548,-0.014705657958984375,74.73999786376953
2020-07-15 13:30:00,3.049999952316284,38.09500122070313,100.0,76.83088302612305,0.5,4.550000071525575,360.8378143310547,74.89705657958984,75.2633285522461,62.78676414489746,5303.561388015747,12.110292434692383,64227.67935421373,-0.0588226318359375,74.73999786376953
2020-07-15 13:40:00,3.149999976158142,37.954999923706055,100.0,76.55146789550781,0.8000000119209291,4.3999998569488525,377.9622039794922,74.86764526367188,75.2633285522461,63.41911697387695,5323.9254722595215,11.448528289794922,60951.11138192292,0.014705657958984375,74.73999786376953
2020-07-15 13:50:00,3.0999999046325684,37.94000053405762,100.0,76.3382339477539,0.7999999821186066,4.700000047683716,378.57318115234375,74.92646789550781,75.29166412353516,63.29411697387695,5434.0071449279785,11.63235092163086,63210.278020451646,0.0588226318359375,74.73999786376953
2020-07-15 14:00:00,2.9500000476837163,38.0,100.0,76.27941131591797,0.7000000178813934,4.449999809265137,391.7219696044922,74.98529052734375,75.2349967956543,63.36764526367188,5199.474178314209,11.617645263671868,60405.64656127625,0.029413223266601562,74.73999786376953
2020-07-15 14:10:00,3.0,37.85499954223633,100.0,76.43382263183594,0.8500000238418579,4.399999976158141,385.30120849609375,74.98529434204102,75.29166412353516,63.3455867767334,5247.3644008636475,11.639707565307617,61077.787114658466,-0.02941131591796875,74.73999786376953
